full_text,clean,token,stop,stemmed,normal,teks
@mazzini_gsp Semua platform kek nya seperti ini. Krn salah satu hal yg bisa dijual mahal ya data analytic yg dikumpulkan oleh mereka.,mazzini_gsp semua platform kek nya seperti ini krn salah satu hal yg bisa dijual mahal ya data analytic yg dikumpulkan oleh mereka,"['mazzini_gsp', 'semua', 'platform', 'kek', 'nya', 'seperti', 'ini', 'krn', 'salah', 'satu', 'hal', 'yg', 'bisa', 'dijual', 'mahal', 'ya', 'data', 'analytic', 'yg', 'dikumpulkan', 'oleh', 'mereka']","['mazzini_gsp', 'semua', 'platform', 'kek', 'nya', 'krn', 'salah', 'satu', 'yg', 'dijual', 'mahal', 'data', 'analytic', 'yg', 'dikumpulkan']","['mazzini gsp', 'semua', 'platform', 'kek', 'nya', 'krn', 'salah', 'satu', 'yg', 'jual', 'mahal', 'data', 'analytic', 'yg', 'kumpul']",mazzini_gsp semua platform kek nya seperti ini krn salah satu hal yg bisa dijual mahal ya data analytic yg dikumpulkan oleh mereka,mazzini gsp semua platform kek nya krn salah satu yg jual mahal data analytic yg kumpul
@mazzini_gsp Indomaret sama alfa bukannya udah praktekin ini ya  meski yg dia copast produk industri.,mazzini_gsp indomaret sama alfa bukannya udah praktekin ini ya meski yg dia copast produk industri,"['mazzini_gsp', 'indomaret', 'sama', 'alfa', 'bukannya', 'udah', 'praktekin', 'ini', 'ya', 'meski', 'yg', 'dia', 'copast', 'produk', 'industri']","['mazzini_gsp', 'indomaret', 'sama', 'alfa', 'bukannya', 'udah', 'praktekin', 'meski', 'yg', 'copast', 'produk', 'industri']","['mazzini gsp', 'indomaret', 'sama', 'alfa', 'bukan', 'udah', 'praktekin', 'meski', 'yg', 'copast', 'produk', 'industri']",mazzini_gsp indomaret sama alfa bukannya sudah praktekin ini ya meski yg dia copast produk industri,mazzini gsp indomaret sama alfa bukan udah praktekin meski yg copast produk industri
@mazzini_gsp Bukannya ini sudah terjadi di sopi 😆,mazzini_gsp bukannya ini sudah terjadi di sopi,"['mazzini_gsp', 'bukannya', 'ini', 'sudah', 'terjadi', 'di', 'sopi']","['mazzini_gsp', 'bukannya', 'terjadi', 'sopi']","['mazzini gsp', 'bukan', 'jadi', 'sopi']",mazzini_gsp bukannya ini sudah terjadi di sopi,mazzini gsp bukan jadi sopi
@mazzini_gsp Dan harus berlaku ke ind*mar*t dan toko sebelahnya.,mazzini_gsp dan harus berlaku ke indmart dan toko sebelahnya,"['mazzini_gsp', 'dan', 'harus', 'berlaku', 'ke', 'indmart', 'dan', 'toko', 'sebelahnya']","['mazzini_gsp', 'berlaku', 'indmart', 'toko', 'sebelahnya']","['mazzini gsp', 'laku', 'indmart', 'toko', 'belah']",mazzini_gsp dan harus berlaku ke indmart dan toko sebelahnya,mazzini gsp laku indmart toko belah
@mazzini_gsp Shopee  Lazada udah dari dulu pak   pemerintah sepertinya jg ga peduli2 amat soal beginian.,mazzini_gsp shopee lazada udah dari dulu pak pemerintah sepertinya jg ga peduli amat soal beginian,"['mazzini_gsp', 'shopee', 'lazada', 'udah', 'dari', 'dulu', 'pak', 'pemerintah', 'sepertinya', 'jg', 'ga', 'peduli', 'amat', 'soal', 'beginian']","['mazzini_gsp', 'shopee', 'lazada', 'udah', 'dulu', 'pak', 'pemerintah', 'sepertinya', 'jg', 'ga', 'peduli', 'soal', 'beginian']","['mazzini gsp', 'shopee', 'lazada', 'udah', 'dulu', 'pak', 'perintah', 'seperti', 'jg', 'ga', 'peduli', 'soal', 'begini']",mazzini_gsp shopee lazada sudah dari dulu pak pemerintah sepertinya juga tidak peduli amat soal beginian,mazzini gsp shopee lazada udah dulu pak perintah seperti jg ga peduli soal begini
@mazzini_gsp Dari awal macem Shopee impor itu juga udh salah. Semua negara sekarang udh de-globalisasi  saling membuat aturan proteksi,mazzini_gsp dari awal macem shopee impor itu juga udh salah semua negara sekarang udh deglobalisasi saling membuat aturan proteksi,"['mazzini_gsp', 'dari', 'awal', 'macem', 'shopee', 'impor', 'itu', 'juga', 'udh', 'salah', 'semua', 'negara', 'sekarang', 'udh', 'deglobalisasi', 'saling', 'membuat', 'aturan', 'proteksi']","['mazzini_gsp', 'awal', 'macem', 'shopee', 'impor', 'udh', 'salah', 'semua', 'negara', 'sekarang', 'udh', 'deglobalisasi', 'saling', 'membuat', 'aturan', 'proteksi']","['mazzini gsp', 'awal', 'macem', 'shopee', 'impor', 'udh', 'salah', 'semua', 'negara', 'sekarang', 'udh', 'deglobalisasi', 'saling', 'buat', 'atur', 'proteksi']",mazzini_gsp dari awal macem shopee impor itu juga sudah salah semua negara sekarang sudah deglobalisasi saling membuat aturan proteksi,mazzini gsp awal macem shopee impor udh salah semua negara sekarang udh deglobalisasi saling buat atur proteksi
@mazzini_gsp Kaya shoppii,mazzini_gsp kaya shoppii,"['mazzini_gsp', 'kaya', 'shoppii']","['mazzini_gsp', 'kaya', 'shoppii']","['mazzini gsp', 'kaya', 'shoppii']",mazzini_gsp kaya shoppii,mazzini gsp kaya shoppii
@mazzini_gsp Seperti yg dulu dikeluhkan food merchant di aplikasi ojol   pencairan uang penjualan jg hrs nunggu bbrp hari. Penjual hrs siapkan modal dobel utk belanja bahan mentahnya.,mazzini_gsp seperti yg dulu dikeluhkan food merchant di aplikasi ojol pencairan uang penjualan jg hrs nunggu bbrp hari penjual hrs siapkan modal dobel utk belanja bahan mentahnya,"['mazzini_gsp', 'seperti', 'yg', 'dulu', 'dikeluhkan', 'food', 'merchant', 'di', 'aplikasi', 'ojol', 'pencairan', 'uang', 'penjualan', 'jg', 'hrs', 'nunggu', 'bbrp', 'hari', 'penjual', 'hrs', 'siapkan', 'modal', 'dobel', 'utk', 'belanja', 'bahan', 'mentahnya']","['mazzini_gsp', 'yg', 'dulu', 'dikeluhkan', 'food', 'merchant', 'aplikasi', 'ojol', 'pencairan', 'uang', 'penjualan', 'jg', 'hrs', 'nunggu', 'bbrp', 'hari', 'penjual', 'hrs', 'siapkan', 'modal', 'dobel', 'utk', 'belanja', 'bahan', 'mentahnya']","['mazzini gsp', 'yg', 'dulu', 'keluh', 'food', 'merchant', 'aplikasi', 'ojol', 'cair', 'uang', 'jual', 'jg', 'hrs', 'nunggu', 'bbrp', 'hari', 'jual', 'hrs', 'siap', 'modal', 'dobel', 'utk', 'belanja', 'bahan', 'mentah']",mazzini_gsp seperti yg dulu dikeluhkan food merchant di aplikasi ojol pencairan uang penjualan juga hrs nunggu bbrp hari penjual hrs siapkan modal dobel utk belanja bahan mentahnya,mazzini gsp yg dulu keluh food merchant aplikasi ojol cair uang jual jg hrs nunggu bbrp hari jual hrs siap modal dobel utk belanja bahan mentah
@sosmedkeras setelah dilarang apakah pasar langsung rame?,sosmedkeras setelah dilarang apakah pasar langsung rame,"['sosmedkeras', 'setelah', 'dilarang', 'apakah', 'pasar', 'langsung', 'rame']","['sosmedkeras', 'dilarang', 'pasar', 'langsung', 'rame']","['sosmedkeras', 'larang', 'pasar', 'langsung', 'rame']",sosmedkeras setelah dilarang apakah pasar langsung rame,sosmedkeras larang pasar langsung rame
@sosmedkeras Sebenernya kalo ecommerce yg ada di sosmed dri sisi ekonomi kan bisa ngebantu UMKM memasarkan produknya. Tinggal dibuat regulasi aja pak. Ga semua kan punya akses belanja ke Tanah Abang,sosmedkeras sebenernya kalo ecommerce yg ada di sosmed dri sisi ekonomi kan bisa ngebantu umkm memasarkan produknya tinggal dibuat regulasi aja pak ga semua kan punya akses belanja ke tanah abang,"['sosmedkeras', 'sebenernya', 'kalo', 'ecommerce', 'yg', 'ada', 'di', 'sosmed', 'dri', 'sisi', 'ekonomi', 'kan', 'bisa', 'ngebantu', 'umkm', 'memasarkan', 'produknya', 'tinggal', 'dibuat', 'regulasi', 'aja', 'pak', 'ga', 'semua', 'kan', 'punya', 'akses', 'belanja', 'ke', 'tanah', 'abang']","['sosmedkeras', 'sebenernya', 'kalo', 'ecommerce', 'yg', 'sosmed', 'dri', 'sisi', 'ekonomi', 'kan', 'ngebantu', 'umkm', 'memasarkan', 'produknya', 'tinggal', 'dibuat', 'regulasi', 'aja', 'pak', 'ga', 'semua', 'kan', 'punya', 'akses', 'belanja', 'tanah', 'abang']","['sosmedkeras', 'sebenernya', 'kalo', 'ecommerce', 'yg', 'sosmed', 'dri', 'sisi', 'ekonomi', 'kan', 'ngebantu', 'umkm', 'pasar', 'produk', 'tinggal', 'buat', 'regulasi', 'aja', 'pak', 'ga', 'semua', 'kan', 'punya', 'akses', 'belanja', 'tanah', 'abang']",sosmedkeras sebenernya kalo ecommerce yg ada di sosmed dri sisi ekonomi kan bisa ngebantu umkm memasarkan produknya tinggal dibuat regulasi aja pak tidak semua kan punya akses belanja ke tanah abang,sosmedkeras sebenernya kalo ecommerce yg sosmed dri sisi ekonomi kan ngebantu umkm pasar produk tinggal buat regulasi aja pak ga semua kan punya akses belanja tanah abang
@sosmedkeras Tutup akun judi sama Pinjol pak  ngapain tiktok shop,sosmedkeras tutup akun judi sama pinjol pak ngapain tiktok shop,"['sosmedkeras', 'tutup', 'akun', 'judi', 'sama', 'pinjol', 'pak', 'ngapain', 'tiktok', 'shop']","['sosmedkeras', 'tutup', 'akun', 'judi', 'sama', 'pinjol', 'pak', 'ngapain', 'tiktok', 'shop']","['sosmedkeras', 'tutup', 'akun', 'judi', 'sama', 'pinjol', 'pak', 'ngapain', 'tiktok', 'shop']",sosmedkeras tutup akun judi sama pinjol pak ngapain tiktok shop,sosmedkeras tutup akun judi sama pinjol pak ngapain tiktok shop
@sosmedkeras keputusan tepat kah??:) atau blunder lagi??:),sosmedkeras keputusan tepat kah atau blunder lagi,"['sosmedkeras', 'keputusan', 'tepat', 'kah', 'atau', 'blunder', 'lagi']","['sosmedkeras', 'keputusan', 'tepat', 'blunder']","['sosmedkeras', 'putus', 'tepat', 'blunder']",sosmedkeras keputusan tepat kah atau blunder lagi,sosmedkeras putus tepat blunder
@sosmedkeras https://t.co/cMucD1VZLE,sosmedkeras,['sosmedkeras'],['sosmedkeras'],['sosmedkeras'],sosmedkeras,sosmedkeras
@sosmedkeras Sehat selalu pak jokowi,sosmedkeras sehat selalu pak jokowi,"['sosmedkeras', 'sehat', 'selalu', 'pak', 'jokowi']","['sosmedkeras', 'sehat', 'selalu', 'pak', 'jokowi']","['sosmedkeras', 'sehat', 'selalu', 'pak', 'jokowi']",sosmedkeras sehat selalu pak jokowi,sosmedkeras sehat selalu pak jokowi
@sosmedkeras gara2 tanah abang mewek2  akhirnya satu indonesia kenak ga bisa jualan,sosmedkeras gara tanah abang mewek akhirnya satu indonesia kenak ga bisa jualan,"['sosmedkeras', 'gara', 'tanah', 'abang', 'mewek', 'akhirnya', 'satu', 'indonesia', 'kenak', 'ga', 'bisa', 'jualan']","['sosmedkeras', 'gara', 'tanah', 'abang', 'mewek', 'akhirnya', 'satu', 'indonesia', 'kenak', 'ga', 'jualan']","['sosmedkeras', 'gara', 'tanah', 'abang', 'mewek', 'akhir', 'satu', 'indonesia', 'nak', 'ga', 'jual']",sosmedkeras gara tanah abang mewek akhirnya satu indonesia kenak tidak bisa jualan,sosmedkeras gara tanah abang mewek akhir satu indonesia nak ga jual
@sosmedkeras Kalau bisa sulit dan ribet kenapa harus mudah dan simpel  kalau bisa itu terintegrasi dalam 1 sistem aplikasi  bukan kayak di negara Konoha  ktp  sim  atm  e-money  bpjs  KK  akte kelahiran dll punya kartunya masing-masing  kalau bisa kan dij,sosmedkeras kalau bisa sulit dan ribet kenapa harus mudah dan simpel kalau bisa itu terintegrasi dalam sistem aplikasi bukan kayak di negara konoha ktp sim atm emoney bpjs kk akte kelahiran dll punya kartunya masingmasing kalau bisa kan dij,"['sosmedkeras', 'kalau', 'bisa', 'sulit', 'dan', 'ribet', 'kenapa', 'harus', 'mudah', 'dan', 'simpel', 'kalau', 'bisa', 'itu', 'terintegrasi', 'dalam', 'sistem', 'aplikasi', 'bukan', 'kayak', 'di', 'negara', 'konoha', 'ktp', 'sim', 'atm', 'emoney', 'bpjs', 'kk', 'akte', 'kelahiran', 'dll', 'punya', 'kartunya', 'masingmasing', 'kalau', 'bisa', 'kan', 'dij']","['sosmedkeras', 'kalau', 'sulit', 'ribet', 'mudah', 'simpel', 'kalau', 'terintegrasi', 'sistem', 'aplikasi', 'bukan', 'kayak', 'negara', 'konoha', 'ktp', 'sim', 'atm', 'emoney', 'bpjs', 'kk', 'akte', 'kelahiran', 'punya', 'kartunya', 'masingmasing', 'kalau', 'kan', 'dij']","['sosmedkeras', 'kalau', 'sulit', 'ribet', 'mudah', 'simpel', 'kalau', 'integrasi', 'sistem', 'aplikasi', 'bukan', 'kayak', 'negara', 'konoha', 'ktp', 'sim', 'atm', 'emoney', 'bpjs', 'kk', 'akte', 'lahir', 'punya', 'kartu', 'masingmasing', 'kalau', 'kan', 'dij']",sosmedkeras kalau bisa sulit dan ribet kenapa harus mudah dan simpel kalau bisa itu terintegrasi dalam sistem aplikasi bukan kayak di negara konoha ktp sim atm emoney bpjs kakak akte kelahiran dll punya kartunya masingmasing kalau bisa kan dij,sosmedkeras kalau sulit ribet mudah simpel kalau integrasi sistem aplikasi bukan kayak negara konoha ktp sim atm emoney bpjs kk akte lahir punya kartu masingmasing kalau kan dij
@sosmedkeras Yg bikin masalah artis jualan sembako.,sosmedkeras yg bikin masalah artis jualan sembako,"['sosmedkeras', 'yg', 'bikin', 'masalah', 'artis', 'jualan', 'sembako']","['sosmedkeras', 'yg', 'bikin', 'masalah', 'artis', 'jualan', 'sembako']","['sosmedkeras', 'yg', 'bikin', 'masalah', 'artis', 'jual', 'sembako']",sosmedkeras yg bikin masalah artis jualan sembako,sosmedkeras yg bikin masalah artis jual sembako
@sosmedkeras Yg di untungin Shopee Tokopedia lazada dll,sosmedkeras yg di untungin shopee tokopedia lazada dll,"['sosmedkeras', 'yg', 'di', 'untungin', 'shopee', 'tokopedia', 'lazada', 'dll']","['sosmedkeras', 'yg', 'untungin', 'shopee', 'tokopedia', 'lazada']","['sosmedkeras', 'yg', 'untungin', 'shopee', 'tokopedia', 'lazada']",sosmedkeras yg di untungin shopee tokopedia lazada dll,sosmedkeras yg untungin shopee tokopedia lazada
@sosmedkeras Knp harus di tutup kalo menguntungkan??,sosmedkeras knp harus di tutup kalo menguntungkan,"['sosmedkeras', 'knp', 'harus', 'di', 'tutup', 'kalo', 'menguntungkan']","['sosmedkeras', 'knp', 'tutup', 'kalo', 'menguntungkan']","['sosmedkeras', 'knp', 'tutup', 'kalo', 'untung']",sosmedkeras kenapa harus di tutup kalo menguntungkan,sosmedkeras knp tutup kalo untung
@sosmedkeras bagi gue ini kebijakan yg lumayan efektif  mengingat pada kebijakan ini ada 2 klasifikasi yg dipertahankan eksistensinya yaitu: e-commerce &amp; sebagian UMKM. mengingat tiktok/instagram yg telah merambah fungsi lain. hal ini bisa membuat keb,sosmedkeras bagi gue ini kebijakan yg lumayan efektif mengingat pada kebijakan ini ada klasifikasi yg dipertahankan eksistensinya yaitu ecommerce amp sebagian umkm mengingat tiktokinstagram yg telah merambah fungsi lain hal ini bisa membuat keb,"['sosmedkeras', 'bagi', 'gue', 'ini', 'kebijakan', 'yg', 'lumayan', 'efektif', 'mengingat', 'pada', 'kebijakan', 'ini', 'ada', 'klasifikasi', 'yg', 'dipertahankan', 'eksistensinya', 'yaitu', 'ecommerce', 'amp', 'sebagian', 'umkm', 'mengingat', 'tiktokinstagram', 'yg', 'telah', 'merambah', 'fungsi', 'lain', 'hal', 'ini', 'bisa', 'membuat', 'keb']","['sosmedkeras', 'gue', 'kebijakan', 'yg', 'lumayan', 'efektif', 'mengingat', 'kebijakan', 'klasifikasi', 'yg', 'dipertahankan', 'eksistensinya', 'ecommerce', 'amp', 'sebagian', 'umkm', 'mengingat', 'tiktokinstagram', 'yg', 'merambah', 'fungsi', 'membuat', 'keb']","['sosmedkeras', 'gue', 'bijak', 'yg', 'lumayan', 'efektif', 'ingat', 'bijak', 'klasifikasi', 'yg', 'tahan', 'eksistensi', 'ecommerce', 'amp', 'bagi', 'umkm', 'ingat', 'tiktokinstagram', 'yg', 'rambah', 'fungsi', 'buat', 'keb']",sosmedkeras bagi saya ini kebijakan yg lumayan efektif mengingat pada kebijakan ini ada klasifikasi yg dipertahankan eksistensinya yaitu ecommerce amp sebagian umkm mengingat tiktokinstagram yg telah merambah fungsi lain hal ini bisa membuat keb,sosmedkeras gue bijak yg lumayan efektif ingat bijak klasifikasi yg tahan eksistensi ecommerce amp bagi umkm ingat tiktokinstagram yg rambah fungsi buat keb
@sosmedkeras Harusnya lebih di perbanyak perihal penyuluhan dan seminar kepelosok guna bisa mengikuti zaman.  Untuk solusi pasar tradisional  mungkin diatas adalah hal tepat .  Penyuluhan apa ? Membahas tentang sistem dan tata cara agar mereka tidak ketin,sosmedkeras harusnya lebih di perbanyak perihal penyuluhan dan seminar kepelosok guna bisa mengikuti zaman untuk solusi pasar tradisional mungkin diatas adalah hal tepat penyuluhan apa membahas tentang sistem dan tata cara agar mereka tidak ketin,"['sosmedkeras', 'harusnya', 'lebih', 'di', 'perbanyak', 'perihal', 'penyuluhan', 'dan', 'seminar', 'kepelosok', 'guna', 'bisa', 'mengikuti', 'zaman', 'untuk', 'solusi', 'pasar', 'tradisional', 'mungkin', 'diatas', 'adalah', 'hal', 'tepat', 'penyuluhan', 'apa', 'membahas', 'tentang', 'sistem', 'dan', 'tata', 'cara', 'agar', 'mereka', 'tidak', 'ketin']","['sosmedkeras', 'harusnya', 'lebih', 'perbanyak', 'perihal', 'penyuluhan', 'seminar', 'kepelosok', 'mengikuti', 'zaman', 'solusi', 'pasar', 'tradisional', 'mungkin', 'diatas', 'tepat', 'penyuluhan', 'apa', 'membahas', 'sistem', 'tata', 'cara', 'ketin']","['sosmedkeras', 'harus', 'lebih', 'banyak', 'perihal', 'suluh', 'seminar', 'pelosok', 'ikut', 'zaman', 'solusi', 'pasar', 'tradisional', 'mungkin', 'atas', 'tepat', 'suluh', 'apa', 'bahas', 'sistem', 'tata', 'cara', 'tin']",sosmedkeras harusnya lebih di perbanyak perihal penyuluhan dan seminar kepelosok guna bisa mengikuti zaman untuk solusi pasar tradisional mungkin diatas adalah hal tepat penyuluhan apa membahas tentang sistem dan tata cara agar mereka tidak ketin,sosmedkeras harus lebih banyak perihal suluh seminar pelosok ikut zaman solusi pasar tradisional mungkin atas tepat suluh apa bahas sistem tata cara tin
@sosmedkeras Terlepas dari itu yang paling utama adalah ngajarin penjual2 itu bagaimana menggunalan teknologi dalam usaha mreka ga sihhh,sosmedkeras terlepas dari itu yang paling utama adalah ngajarin penjual itu bagaimana menggunalan teknologi dalam usaha mreka ga sihhh,"['sosmedkeras', 'terlepas', 'dari', 'itu', 'yang', 'paling', 'utama', 'adalah', 'ngajarin', 'penjual', 'itu', 'bagaimana', 'menggunalan', 'teknologi', 'dalam', 'usaha', 'mreka', 'ga', 'sihhh']","['sosmedkeras', 'terlepas', 'paling', 'utama', 'ngajarin', 'penjual', 'bagaimana', 'menggunalan', 'teknologi', 'usaha', 'mreka', 'ga', 'sihhh']","['sosmedkeras', 'lepas', 'paling', 'utama', 'ngajarin', 'jual', 'bagaimana', 'menggunalan', 'teknologi', 'usaha', 'mreka', 'ga', 'sihhh']",sosmedkeras terlepas dari itu yang paling utama adalah ngajarin penjual itu bagaimana menggunalan teknologi dalam usaha mreka tidak sihhh,sosmedkeras lepas paling utama ngajarin jual bagaimana menggunalan teknologi usaha mreka ga sihhh
@sosmedkeras gitu,sosmedkeras gitu,"['sosmedkeras', 'gitu']","['sosmedkeras', 'gitu']","['sosmedkeras', 'gitu']",sosmedkeras gitu,sosmedkeras gitu
@sosmedkeras Semua gak boleh. Bapak utang puluhan triliun juga masyarakat yg nanggung pak.,sosmedkeras semua gak boleh bapak utang puluhan triliun juga masyarakat yg nanggung pak,"['sosmedkeras', 'semua', 'gak', 'boleh', 'bapak', 'utang', 'puluhan', 'triliun', 'juga', 'masyarakat', 'yg', 'nanggung', 'pak']","['sosmedkeras', 'semua', 'gak', 'bapak', 'utang', 'puluhan', 'triliun', 'masyarakat', 'yg', 'nanggung', 'pak']","['sosmedkeras', 'semua', 'gak', 'bapak', 'utang', 'puluh', 'triliun', 'masyarakat', 'yg', 'nanggung', 'pak']",sosmedkeras semua tidak boleh bapak utang puluhan triliun juga masyarakat yg nanggung pak,sosmedkeras semua gak bapak utang puluh triliun masyarakat yg nanggung pak
@sosmedkeras Aman.... Bini gw ga jajan bae,sosmedkeras aman bini gw ga jajan bae,"['sosmedkeras', 'aman', 'bini', 'gw', 'ga', 'jajan', 'bae']","['sosmedkeras', 'aman', 'bini', 'gw', 'ga', 'jajan', 'bae']","['sosmedkeras', 'aman', 'bini', 'gw', 'ga', 'jajan', 'bae']",sosmedkeras aman bini saya tidak jajan bae,sosmedkeras aman bini gw ga jajan bae
@sosmedkeras Dengan begitu tiktok ga bisa monopoli pasar e-commerce,sosmedkeras dengan begitu tiktok ga bisa monopoli pasar ecommerce,"['sosmedkeras', 'dengan', 'begitu', 'tiktok', 'ga', 'bisa', 'monopoli', 'pasar', 'ecommerce']","['sosmedkeras', 'tiktok', 'ga', 'monopoli', 'pasar', 'ecommerce']","['sosmedkeras', 'tiktok', 'ga', 'monopoli', 'pasar', 'ecommerce']",sosmedkeras dengan begitu tiktok tidak bisa monopoli pasar ecommerce,sosmedkeras tiktok ga monopoli pasar ecommerce
@sosmedkeras Yg penjual offline berkurang   yg penjyal online bertambah  Dari sisi jumah ya kan sama saja,sosmedkeras yg penjual offline berkurang yg penjyal online bertambah dari sisi jumah ya kan sama saja,"['sosmedkeras', 'yg', 'penjual', 'offline', 'berkurang', 'yg', 'penjyal', 'online', 'bertambah', 'dari', 'sisi', 'jumah', 'ya', 'kan', 'sama', 'saja']","['sosmedkeras', 'yg', 'penjual', 'offline', 'berkurang', 'yg', 'penjyal', 'online', 'bertambah', 'sisi', 'jumah', 'kan', 'sama']","['sosmedkeras', 'yg', 'jual', 'offline', 'kurang', 'yg', 'penjyal', 'online', 'tambah', 'sisi', 'jumah', 'kan', 'sama']",sosmedkeras yg penjual offline berkurang yg penjyal online bertambah dari sisi jumah ya kan sama saja,sosmedkeras yg jual offline kurang yg penjyal online tambah sisi jumah kan sama
@sosmedkeras Blokir aja tiktoknya  aplikasi isinya jogat joget doang,sosmedkeras blokir aja tiktoknya aplikasi isinya jogat joget doang,"['sosmedkeras', 'blokir', 'aja', 'tiktoknya', 'aplikasi', 'isinya', 'jogat', 'joget', 'doang']","['sosmedkeras', 'blokir', 'aja', 'tiktoknya', 'aplikasi', 'isinya', 'jogat', 'joget', 'doang']","['sosmedkeras', 'blokir', 'aja', 'tiktoknya', 'aplikasi', 'isi', 'jogat', 'joget', 'doang']",sosmedkeras blokir aja tiktoknya aplikasi isinya jogat joget doang,sosmedkeras blokir aja tiktoknya aplikasi isi jogat joget doang
@sosmedkeras Apakah pasar tanah abang langsung rame???,sosmedkeras apakah pasar tanah abang langsung rame,"['sosmedkeras', 'apakah', 'pasar', 'tanah', 'abang', 'langsung', 'rame']","['sosmedkeras', 'pasar', 'tanah', 'abang', 'langsung', 'rame']","['sosmedkeras', 'pasar', 'tanah', 'abang', 'langsung', 'rame']",sosmedkeras apakah pasar tanah abang langsung rame,sosmedkeras pasar tanah abang langsung rame
@sosmedkeras Bukan ini masalahnya  masalah nya gak ada proteksi thd produk lokal. Produk impor yg murah2 terutama dr China masuk bebas. Produk lokalnya masih mahal Krn biaya produksi nya masih terlalu tinggi. Aplikasi mah bisa berbagai macam wajah.,sosmedkeras bukan ini masalahnya masalah nya gak ada proteksi thd produk lokal produk impor yg murah terutama dr china masuk bebas produk lokalnya masih mahal krn biaya produksi nya masih terlalu tinggi aplikasi mah bisa berbagai macam wajah,"['sosmedkeras', 'bukan', 'ini', 'masalahnya', 'masalah', 'nya', 'gak', 'ada', 'proteksi', 'thd', 'produk', 'lokal', 'produk', 'impor', 'yg', 'murah', 'terutama', 'dr', 'china', 'masuk', 'bebas', 'produk', 'lokalnya', 'masih', 'mahal', 'krn', 'biaya', 'produksi', 'nya', 'masih', 'terlalu', 'tinggi', 'aplikasi', 'mah', 'bisa', 'berbagai', 'macam', 'wajah']","['sosmedkeras', 'bukan', 'masalahnya', 'masalah', 'nya', 'gak', 'proteksi', 'thd', 'produk', 'lokal', 'produk', 'impor', 'yg', 'murah', 'terutama', 'dr', 'china', 'masuk', 'bebas', 'produk', 'lokalnya', 'mahal', 'krn', 'biaya', 'produksi', 'nya', 'terlalu', 'tinggi', 'aplikasi', 'mah', 'berbagai', 'macam', 'wajah']","['sosmedkeras', 'bukan', 'masalah', 'masalah', 'nya', 'gak', 'proteksi', 'thd', 'produk', 'lokal', 'produk', 'impor', 'yg', 'murah', 'utama', 'dr', 'china', 'masuk', 'bebas', 'produk', 'lokal', 'mahal', 'krn', 'biaya', 'produksi', 'nya', 'terlalu', 'tinggi', 'aplikasi', 'mah', 'bagai', 'macam', 'wajah']",sosmedkeras bukan ini masalahnya masalah nya tidak ada proteksi thd produk lokal produk impor yg murah terutama dr china masuk bebas produk lokalnya masih mahal krn biaya produksi nya masih terlalu tinggi aplikasi mah bisa berbagai macam wajah,sosmedkeras bukan masalah masalah nya gak proteksi thd produk lokal produk impor yg murah utama dr china masuk bebas produk lokal mahal krn biaya produksi nya terlalu tinggi aplikasi mah bagai macam wajah
@sosmedkeras Katanya 4.0,sosmedkeras katanya,"['sosmedkeras', 'katanya']","['sosmedkeras', 'katanya']","['sosmedkeras', 'kata']",sosmedkeras katanya,sosmedkeras kata
@sosmedkeras https://t.co/Rb1zQMOpv4,sosmedkeras,['sosmedkeras'],['sosmedkeras'],['sosmedkeras'],sosmedkeras,sosmedkeras
@sosmedkeras SETUJU!!!,sosmedkeras setuju,"['sosmedkeras', 'setuju']","['sosmedkeras', 'setuju']","['sosmedkeras', 'tuju']",sosmedkeras setuju,sosmedkeras tuju
@sosmedkeras Pak @jokowi  ..... Jika Anda punya NYALI  Tolong koperasi usaha real dihidupkan kembali Pak...  habis rakyat ini jika disuruh bertarung dengan KAPITALIS dan sesama rakyat sendiri....  Berani ga Pak??? @jokowi,sosmedkeras pak jokowi jika anda punya nyali tolong koperasi usaha real dihidupkan kembali pak habis rakyat ini jika disuruh bertarung dengan kapitalis dan sesama rakyat sendiri berani ga pak jokowi,"['sosmedkeras', 'pak', 'jokowi', 'jika', 'anda', 'punya', 'nyali', 'tolong', 'koperasi', 'usaha', 'real', 'dihidupkan', 'kembali', 'pak', 'habis', 'rakyat', 'ini', 'jika', 'disuruh', 'bertarung', 'dengan', 'kapitalis', 'dan', 'sesama', 'rakyat', 'sendiri', 'berani', 'ga', 'pak', 'jokowi']","['sosmedkeras', 'pak', 'jokowi', 'punya', 'nyali', 'koperasi', 'usaha', 'real', 'dihidupkan', 'pak', 'habis', 'rakyat', 'disuruh', 'bertarung', 'kapitalis', 'sesama', 'rakyat', 'sendiri', 'berani', 'ga', 'pak', 'jokowi']","['sosmedkeras', 'pak', 'jokowi', 'punya', 'nyali', 'koperasi', 'usaha', 'real', 'hidup', 'pak', 'habis', 'rakyat', 'suruh', 'tarung', 'kapitalis', 'sama', 'rakyat', 'sendiri', 'berani', 'ga', 'pak', 'jokowi']",sosmedkeras pak jokowi jika anda punya nyali tolong koperasi usaha real dihidupkan kembali pak habis rakyat ini jika disuruh bertarung dengan kapitalis dan sesama rakyat sendiri berani tidak pak jokowi,sosmedkeras pak jokowi punya nyali koperasi usaha real hidup pak habis rakyat suruh tarung kapitalis sama rakyat sendiri berani ga pak jokowi
